year,state,urbanization,race,agegroups,deaths,population,unemprate,incometax,minwage,cpi,divorcerate,mortgagerate,gunscore,mentalhealth
2005,Alabama,Urban,Black or African American,15-24,10,43799,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,35-44,13,52004,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,45-54,14,56967,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,15-24,11,95583,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,25-34,21,94518,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,35-44,11,114295,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Rural,White,35-44,20,61237,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Rural,White,45-54,10,65041,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,35-44,27,123948,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,45-54,32,129219,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,55-64,26,108736,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,65-74,12,73635,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,45-54,10,57730,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Rural,White,35-44,10,55126,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Rural,White,45-54,11,57290,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,35-44,10,59541,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,55-64,16,90166,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,25-34,17,108076,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,45-54,27,115022,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alabama,Urban,White,15-24,16,139110,4.5,5,0,195.292,3.5999999,5.87,96.14,0.2809
2005,Alaska,Urban,White,35-44,11,43031,6.9,0,7.15,195.292,3.5999999,5.87,122.9,0.2413
2005,Alaska,Rural,American Indian or Alaska Native,35-44,5000,8828,6.9,0,7.15,195.292,3.5999999,5.87,122.9,0.2413
2005,Alaska,Rural,American Indian or Alaska Native,15-24,15,13355,6.9,0,7.15,195.292,3.5999999,5.87,122.9,0.2413
2005,Alaska,Urban,White,45-54,13,47615,6.9,0,7.15,195.292,3.5999999,5.87,122.9,0.2413
2005,Arizona,Urban,White,15-24,79,437228,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,55-64,26,96841,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,25-34,82,466265,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,85+,15,46263,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,15-24,17,99107,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,25-34,22,76440,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,45-54,30,101655,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,75-84,12,46477,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,45-54,91,402549,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,65-74,26,77747,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,35-44,25,87487,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,35-44,96,458644,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,25-34,20,105219,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,55-64,53,305308,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,65-74,29,197825,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,75-84,32,139350,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,15-24,15,118319,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,35-44,27,106168,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,45-54,37,115101,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,55-64,17,93686,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arizona,Urban,White,75-84,18,45171,4.7,2.87,0,195.292,3.5999999,5.87,119.26,0.1804
2005,Arkansas,Rural,White,45-54,10,64024,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Urban,White,45-54,13,39721,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Urban,White,15-24,20,142041,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Urban,White,25-34,27,141940,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,45-54,16,70269,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,25-34,13,53844,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,35-44,12,65721,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,25-34,12,55386,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,15-24,12,61000,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,35-44,20,61395,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Urban,White,55-64,22,108287,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Urban,White,35-44,35,145166,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Urban,White,45-54,35,140030,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,Arkansas,Rural,White,55-64,13,66859,5.3,3.5,5.15,195.292,3.5999999,5.87,81.12,0.1061
2005,California,Urban,Asian or Pacific Islander,45-54,37,541460,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Asian or Pacific Islander,35-44,36,611746,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,25-34,52,455650,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Asian or Pacific Islander,55-64,27,352760,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Asian or Pacific Islander,25-34,38,644705,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Black or African American,15-24,21,301340,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,65-74,30,210058,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,35-44,76,555067,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Asian or Pacific Islander,75-84,18,129833,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,15-24,52,515377,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,85+,25,80571,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Black or African American,45-54,19,253340,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,45-54,91,534332,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,55-64,48,374188,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,25-34,184,2537726,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,35-44,293,2618917,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Black or African American,55-64,12,158504,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,15-24,179,2436039,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Black or African American,35-44,23,287902,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,45-54,123,742160,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Black or African American,25-34,20,258488,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,75-84,36,148468,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,Asian or Pacific Islander,15-24,18,530135,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,65-74,10,24008,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,15-24,14,157373,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,55-64,13,70229,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,25-34,12,122742,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,35-44,28,133592,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,45-54,26,135936,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,45-54,355,2267108,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,65-74,13,65450,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,85+,16,56211,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,25-34,78,711768,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,55-64,89,517310,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,65-74,35,295917,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,75-84,34,214829,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,85+,50,253571,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,35-44,22,66460,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,45-54,26,84089,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,45-54,11,42989,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,25-34,10,55995,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,15-24,54,865724,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,35-44,13,32412,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,35-44,92,770177,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,75-84,17,46775,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,75-84,148,683714,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,55-64,13,102565,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Rural,White,55-64,11,38074,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,85+,10,16783,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,55-64,218,1543489,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,California,Urban,White,65-74,123,917316,5.4,2,6.75,195.292,3.5999999,5.87,24.06,0.3023
2005,Colorado,Urban,White,25-34,14,92239,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,15-24,11,58541,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Rural,White,45-54,12,54935,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Rural,White,35-44,17,51930,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Rural,White,55-64,11,37832,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,45-54,45,190730,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,75-84,16,48767,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,45-54,22,59074,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,55-64,33,165380,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,65-74,13,79706,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,35-44,14,68907,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,35-44,47,184975,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Rural,White,25-34,10,48573,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,25-34,33,169767,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,35-44,62,260776,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,55-64,35,123272,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Rural,White,45-54,10,45978,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,25-34,36,223016,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,15-24,53,214605,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,15-24,48,207124,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Colorado,Urban,White,45-54,58,257900,5.1,4.63,5.15,195.292,3.5999999,5.87,57.01,0.2335
2005,Connecticut,Urban,White,45-54,11,46934,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,65-74,11,120148,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,45-54,40,282127,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,55-64,24,203006,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,25-34,15,201508,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,35-44,13,107708,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,75-84,10,99514,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,15-24,13,222239,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Connecticut,Urban,White,35-44,42,283242,4.8,3,7.1,195.292,3.5999999,5.87,27.29,0.3469
2005,Delaware,Urban,White,25-34,10,49478,4.5,4,6.15,195.292,3.5999999,5.87,53.87,0.1493
2005,Delaware,Urban,White,45-54,10,57600,4.5,4,6.15,195.292,3.5999999,5.87,53.87,0.1493
2005,Delaware,Urban,White,35-44,10,57114,4.5,4,6.15,195.292,3.5999999,5.87,53.87,0.1493
2005,Florida,Urban,White,35-44,38,106489,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,25-34,23,82430,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,35-44,123,762714,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,85+,26,111222,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,75-84,49,267385,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,25-34,88,667831,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,25-34,60,444487,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,35-44,114,590436,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,55-64,33,128230,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,45-54,147,698580,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,85+,10,22998,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,75-84,55,301628,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,85+,38,102785,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,15-24,21,92682,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,Black or African American,15-24,17,222819,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,Black or African American,25-34,13,180111,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,65-74,56,361005,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,15-24,51,633394,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,Black or African American,35-44,11,125942,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,15-24,45,431308,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,55-64,103,556755,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,45-54,32,119854,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,65-74,19,121848,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,75-84,17,82087,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Rural,White,45-54,17,44658,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,65-74,72,468030,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,85+,28,96211,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,45-54,161,580094,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,25-34,73,423602,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,35-44,113,534420,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,Black or African American,25-34,10,116573,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,55-64,79,474208,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,45-54,138,573987,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,65-74,38,359694,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,55-64,102,524628,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,75-84,69,338837,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Florida,Urban,White,15-24,49,512193,2.9,0,0,195.292,3.5999999,5.87,71.3,0.053
2005,Georgia,Rural,White,35-44,19,73871,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,35-44,11,74279,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,15-24,34,321927,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Rural,White,25-34,11,85496,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,65-74,16,46997,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,15-24,11,94080,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,55-64,11,42916,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,55-64,23,105911,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,55-64,18,74628,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,35-44,26,140902,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,Black or African American,15-24,13,177225,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,Black or African American,35-44,14,205344,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Rural,White,45-54,21,77493,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,45-54,11,96140,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,75-84,12,30833,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,15-24,14,160916,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,25-34,21,134856,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,45-54,82,386779,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,65-74,13,66614,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,25-34,15,90793,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Rural,White,55-64,17,71881,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,35-44,19,94372,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,55-64,49,278324,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,65-74,19,142945,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,75-84,10,40598,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,45-54,26,135128,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,25-34,41,380103,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,35-44,64,438558,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Rural,White,35-44,18,94152,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Rural,White,55-64,12,77347,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Rural,White,45-54,15,92771,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Georgia,Urban,White,75-84,24,83699,5.7,6,5.15,195.292,3.5999999,5.87,84.67,0.1898
2005,Hawaii,Urban,Asian or Pacific Islander,35-44,11,92895,2.8,5.5,6.25,195.292,3.5999999,5.87,27.59,0.4191
2005,Idaho,Urban,White,45-54,18,71631,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Rural,White,45-54,13,48593,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Urban,White,55-64,12,36960,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Urban,White,35-44,15,76094,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Urban,White,45-54,11,49947,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Rural,White,25-34,10,43055,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Urban,White,15-24,12,54015,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Urban,White,25-34,13,44217,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Idaho,Urban,White,35-44,14,45465,4,7.1,5.15,195.292,3.5999999,5.87,110.22,0.1422
2005,Illinois,Urban,White,75-84,22,169533,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Rural,White,15-24,12,76531,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,15-24,41,454202,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,Black or African American,15-24,11,214947,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,65-74,20,180869,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,35-44,23,114127,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,Black or African American,25-34,14,181331,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,Black or African American,35-44,17,192514,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Rural,White,35-44,17,116181,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Rural,White,35-44,15,81833,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Rural,White,55-64,16,72572,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,15-24,27,469555,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,25-34,52,565235,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,35-44,59,508170,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,25-34,44,424902,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,75-84,15,127393,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,45-54,57,516679,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,55-64,54,335399,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,55-64,14,95263,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Rural,White,45-54,11,90186,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Rural,White,65-74,10,68609,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,65-74,27,211412,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,85+,10,66110,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,45-54,75,480656,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,35-44,77,549026,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,15-24,14,104872,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,25-34,16,97277,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
2005,Illinois,Urban,White,55-64,47,341105,5.7,3,6.5,195.292,3.5999999,5.87,72.73,0.2982
